complaint_id,date_received,product,issue,regulation,company,company_size,state,submitted_via,consumer_consent,narrative,disputed_amount,company_response,timely_response,consumer_disputed
C3106670,2020-07-15,Credit card,Getting a credit card,REG_Z,MERIDIAN NATIONAL BANK,large,NJ,Web,Consent provided,an application was submitted in my name that I did not make. my application was declined and I got no adverse action notice. I have kept records of every call. nobody would escalate my case. the company says it is following its policy but will not show me the policy.,446.77,Closed with monetary relief,Yes,No
C3107296,2020-07-15,Credit card,Problem with a purchase shown on your statement,REG_Z,CROWN SAVINGS & TRUST,large,FL,Web,Consent provided,the response I received was a form letter. the company acknowledged the problem on the phone but not in writing. the online portal does not show the case at all. the merchant billed me for goods that never arrived. I was told someone would call back and nobody did.,21.67,Closed with non-monetary relief,Yes,No
C3108794,2020-07-15,Credit card,Charged fees or interest you didn't expect,REG_Z,MERIDIAN NATIONAL BANK,large,MI,Postal mail,Consent provided,the amount involved is $29.99. a fee appeared that no disclosure mentioned. I am attaching the statement showing the entry. I have been given a different answer every time I call.,29.99,Closed with monetary relief,Yes,No
C3100061,2020-07-16,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,NC,Web,Consent provided,I received a letter that did not address what I asked. there are charges on my account I did not authorize. I filed this complaint because the company stopped responding. my account has been affected since 2020-04-30.,136.23,Closed with monetary relief,Yes,Yes
C3100834,2020-07-16,"Money transfer, virtual currency, or money service",Money was not available when promised,REG_E,ATLAS FINANCIAL GROUP,large,NC,Web,Consent provided,the company acknowledged the problem on the phone but not in writing. my prepaid card was declined although it had a balance. the recipient never got the funds and I was not refunded. I have called 9 times about this. the company held the transfer for a review with no update.,32.04,Closed with monetary relief,Yes,No
C3101188,2020-07-16,Credit card,"Other features, terms, or problems",REG_Z,ATLAS FINANCIAL GROUP,large,NJ,Web,Consent provided,the terms of my account changed without notice. I was transferred between 3 departments. the fee involved was $570.72.,570.72,Closed with monetary relief,Yes,No
C3102483,2020-07-16,Credit card,Charged fees or interest you didn't expect,REG_Z,HARBOR CREDIT UNION,mid,TX,Web,Consent provided,I have sent documents twice and they say they never arrived. I asked for a supervisor and was refused. a fee appeared that no disclosure mentioned. I disputed the billing error in writing. my account has been affected since 2020-05-27. the promotional rate ended earlier than I was told. the company closed my case without telling me.,498.45,Closed with explanation,Yes,Yes
C3103384,2020-07-16,Credit card,Problem with a purchase shown on your statement,REG_Z,ATLAS FINANCIAL GROUP,large,MI,Web,Consent provided,I asked for a supervisor and was refused. this is causing me real financial hardship. the merchant billed me for goods that never arrived. I contacted the company on 2020-04-25 and got nowhere. a benefit I was promised at application does not exist.,88.43,Closed with monetary relief,Yes,No
C3106471,2020-07-16,Checking or savings account,Problem with a lender or other company charging your account,REG_E,MERIDIAN NATIONAL BANK,large,MA,Web,Consent provided,I reported the scam the same day and the funds were already gone. my account has been affected since 2020-05-27. the recurring payment kept coming after I cancelled. the online portal does not show the case at all. I am attaching the statement showing the entry.,135.96,Closed with monetary relief,Yes,Yes
C3107214,2020-07-16,Debt collection,Attempts to collect debt not owed,FDCPA,PACIFIC UNION BANCORP,large,PA,Postal mail,Consent provided,I have sent documents twice and they say they never arrived. the collector is chasing a debt that was already paid. the company closed my case without telling me.,,Closed with monetary relief,Yes,No
C3100655,2020-07-17,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,PACIFIC UNION BANCORP,large,NY,Web,Consent provided,there are charges on my account I did not authorize. I was tricked into sending a payment by someone pretending to be the bank. I am asking for $263.39 to be returned to me. nobody would escalate my case.,263.39,Closed with monetary relief,Yes,No
C3100896,2020-07-17,Credit card,Getting a credit card,REG_Z,MERIDIAN NATIONAL BANK,large,VA,Web,Consent provided,I have called 6 times about this. an application was submitted in my name that I did not make. this has been going on since 2020-05-13. I have sent documents twice and they say they never arrived. I received a letter that did not address what I asked.,52.43,Closed with non-monetary relief,Yes,No
C3100949,2020-07-17,Credit reporting,Incorrect information on your report,FCRA,MERIDIAN NATIONAL BANK,large,AZ,Web,Consent provided,I am attaching the statement showing the entry. the furnisher verified the item without looking at my documents. I need this corrected in writing. the balance being reported is wrong. I have sent documents twice and they say they never arrived. my account has been affected since 2020-04-29.,,Closed with non-monetary relief,Yes,Yes
C3103018,2020-07-17,Credit reporting,Incorrect information on your report,FCRA,CROWN SAVINGS & TRUST,large,AZ,Postal mail,Consent provided,the company says it is following its policy but will not show me the policy. my account has been affected since 2020-05-17. the balance being reported is wrong. the account was paid but reports as charged off.,,Closed with non-monetary relief,Yes,No
C3103129,2020-07-17,Checking or savings account,Managing an account,REG_E,HARBOR CREDIT UNION,mid,OH,Web,Consent provided,I was not given a change in terms notice. nobody would escalate my case. I want this resolved before it affects my credit. I could not get into online banking for days. the bank changed my account terms without notice.,50.72,Closed without relief,Yes,Yes
C3104239,2020-07-18,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,CROWN SAVINGS & TRUST,large,FL,Web,Consent provided,I filed this complaint because the company stopped responding. the representative put me on hold for over an hour. the company says it is following its policy but will not show me the policy. the account was paid but reports as charged off. the furnisher verified the item without looking at my documents. the same error came back after it was deleted. I have sent documents twice and they say they never arrived.,,Closed with explanation,Yes,No
C3105075,2020-07-18,Credit card,Charged fees or interest you didn't expect,REG_Z,BLUE RIDGE COLLECTIONS,mid,VA,Web,Consent provided,I was billed twice for the same purchase. I want this resolved before it affects my credit. the amount involved is $123.63. the promotional rate ended earlier than I was told.,123.63,Closed with explanation,Yes,No
C3107387,2020-07-18,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,NJ,Web,Consent provided,the amount taken was more than I authorised. the online portal does not show the case at all. this is causing me real financial hardship. there are charges on my account I did not authorize.,91.15,Closed with monetary relief,Yes,Yes
C3107496,2020-07-18,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,WA,Web,Consent provided,I want an explanation of how the amount was calculated. the fee involved was $379.57. provisional credit was never applied while the investigation ran. I contacted the company on 2020-06-11 and got nowhere. I was told someone would call back and nobody did. someone used my debit card without my permission.,379.57,Closed with monetary relief,Yes,No
C3107506,2020-07-18,Credit card,Problem with a purchase shown on your statement,REG_Z,ATLAS FINANCIAL GROUP,large,NY,Web,Consent provided,I have kept records of every call. I was transferred between 4 departments. the merchant billed me for goods that never arrived. I disputed the billing error in writing. the fee involved was $43.16.,43.16,Closed with explanation,Yes,Yes
