application_id,month,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,phone_home_valid,phone_mobile_valid,has_other_cards,proposed_credit_limit,foreign_request,session_length_in_minutes,device_distinct_emails_8w,device_fraud_count,keep_alive_session,bank_months_count,fraud_bool
A700170,0,0.25,0.805,-1,3,40,2.473,11.02,3832,7630.8,41440.9,35047.9,416,9,241,1,1,1,0,2000,0,5.54,1,0,1,22,0
A700171,0,0.56,0.24,12,9,40,3.425,6.28,3110,6272.4,27425.5,23296.0,1551,0,137,0,1,1,0,200,0,0.5,2,0,1,3,0
A700172,0,0.5,0.883,96,18,30,0.766,22.61,3513,6355.0,32352.8,28119.4,2045,7,165,0,1,1,1,2000,0,0.1,1,0,1,8,0
A700173,0,0.52,0.769,-1,72,30,0.055,-1.0,2054,3813.6,18996.4,18271.6,1628,38,195,0,0,1,0,200,0,1.97,1,0,0,8,0
A700174,0,0.81,0.57,-1,36,50,0.999,-1.0,5325,2158.8,6602.8,7790.7,646,1,244,0,0,1,1,1000,0,9.35,1,0,1,-1,0
A700175,0,0.38,0.497,24,-1,30,0.583,25.02,2120,3305.1,17065.9,12982.6,2258,11,214,0,1,1,0,2000,0,3.62,1,0,1,8,0
A700176,0,0.51,0.182,6,18,50,2.258,4.38,1187,7636.4,35113.3,42083.2,990,18,190,1,1,1,0,1000,0,6.83,3,0,1,-1,0
A700177,0,0.3,0.278,12,3,30,0.532,4.05,1546,8543.1,33810.1,26538.7,1625,4,175,0,0,1,1,200,0,3.66,1,0,1,14,0
A700178,0,0.96,0.049,96,36,70,1.342,19.84,4108,3909.7,16815.5,22061.9,543,33,168,0,1,0,0,2000,0,0.62,1,0,1,8,0
A700179,0,0.78,0.006,96,18,30,2.791,4.8,4912,3101.8,11024.1,11221.5,583,11,107,1,0,1,0,200,0,3.81,1,0,0,14,0
A700180,0,0.41,0.71,48,120,20,1.668,25.85,4617,5749.7,24258.1,25398.7,1993,39,89,1,0,1,0,2000,0,5.03,1,0,0,8,0
A700181,0,0.76,0.796,-1,9,20,5.118,-1.0,5113,5762.8,19010.8,24607.7,935,39,240,1,0,1,0,500,0,7.44,1,0,1,14,0
A700182,0,0.83,0.008,24,9,30,1.847,8.74,952,3429.2,16054.1,18155.7,461,19,35,1,1,1,0,1500,0,13.14,2,0,1,-1,0
A700183,0,0.27,0.941,24,72,20,0.611,0.89,5148,4320.8,13676.1,14498.1,1479,33,99,0,1,0,0,200,1,11.25,1,0,1,22,0
A700184,0,0.94,0.751,96,18,50,0.066,9.48,4017,0.0,0.0,0.0,1523,6,171,1,0,1,1,1000,0,5.57,3,0,1,3,0
A700185,0,0.64,0.241,96,9,20,0.591,-1.0,1937,12551.7,44244.3,41610.0,663,24,140,1,1,1,0,2000,0,8.8,1,0,1,22,0
A700186,0,0.47,0.422,-1,3,50,1.361,8.98,2056,6997.0,31480.2,38191.7,8,28,148,1,0,1,0,1000,0,8.39,1,0,1,14,0
A700187,0,0.51,0.811,48,36,30,0.921,13.59,1017,6567.3,33349.7,46222.6,1665,35,101,1,0,1,0,1000,0,4.02,2,0,0,3,0
A700188,0,0.42,0.931,6,-1,30,2.147,4.33,5319,6545.5,20059.2,23829.1,2176,31,113,1,0,1,0,500,0,2.19,1,0,0,8,0
A700189,0,0.41,0.374,48,18,50,0.505,2.72,4225,6379.5,24349.7,22978.3,1286,6,168,1,0,1,0,1500,0,5.63,2,0,1,3,0
A700190,0,0.14,0.214,6,9,20,2.257,25.76,5457,7305.5,36777.0,28515.3,827,28,140,1,0,0,0,1000,0,6.02,1,0,1,8,0
A700191,0,0.39,0.142,6,72,30,1.839,9.27,1772,6185.2,32586.8,32019.1,996,19,148,0,0,1,0,200,0,6.46,2,0,1,22,0
A700192,0,0.38,0.213,24,120,30,1.008,12.98,4456,3037.3,14085.7,16830.7,968,28,231,0,0,1,0,1500,0,5.77,1,0,0,8,0
A700193,0,0.49,0.726,96,72,40,0.632,7.29,3602,1829.0,6934.0,9177.8,2009,6,112,1,1,1,0,500,0,1.25,1,0,0,31,0
A700194,0,0.51,0.029,96,120,40,4.227,4.0,3084,4332.2,19129.1,24307.4,2087,29,93,1,1,1,0,200,0,8.41,2,0,0,8,0
A700195,0,0.38,0.647,6,18,70,3.871,0.11,2353,621.2,3320.5,3472.3,649,33,173,0,1,1,0,1000,0,4.05,3,0,1,-1,0
A700196,0,0.24,0.156,-1,120,30,3.555,5.78,244,4892.6,26847.2,34931.7,1495,9,101,1,1,1,0,2000,0,8.29,1,0,0,14,0
A700197,0,0.13,0.843,96,18,30,0.615,11.97,5452,2871.4,12029.8,12083.8,1453,34,72,0,0,1,0,500,0,6.31,1,0,1,22,0
A700198,0,0.45,0.51,-1,9,70,3.647,-0.15,5182,7134.6,27985.0,20853.9,949,35,118,1,1,0,0,500,0,4.98,2,0,1,8,0
A700199,0,0.37,0.35,24,9,10,0.397,15.56,706,9676.1,46087.3,34685.2,759,34,42,0,1,0,0,2000,0,8.32,1,0,0,14,0
A700200,0,0.55,0.953,-1,9,10,1.056,-1.0,4410,6728.3,36234.1,29907.5,1208,36,191,0,0,0,0,1500,0,6.41,1,0,0,31,0
A700201,0,0.77,0.992,12,72,50,1.042,10.2,2436,5648.0,19576.6,24941.9,57,16,126,1,0,1,0,500,0,16.41,1,0,1,8,0
A700202,0,0.75,0.528,96,-1,70,4.392,19.93,483,6867.5,23436.4,17186.7,2220,14,170,1,1,1,0,500,0,5.92,9,0,0,14,1
A700203,0,0.59,0.811,24,72,40,3.682,9.77,3079,3962.8,13213.4,12508.5,1420,39,96,0,0,1,1,2000,0,10.16,1,0,1,8,0
A700204,0,0.48,0.323,48,-1,20,1.524,4.58,2850,4206.0,18473.7,23070.0,2178,6,87,0,0,1,0,1500,0,9.34,1,0,0,-1,0
A700205,0,0.59,0.215,48,120,30,4.786,4.13,4334,4952.3,20677.2,25328.3,315,27,190,1,1,1,0,2000,0,0.39,1,0,1,22,0
A700206,0,0.01,0.349,48,-1,10,0.663,10.8,3489,2451.7,9871.0,9496.3,502,11,139,1,1,1,1,1000,0,10.53,1,0,1,-1,0
A700207,0,0.83,0.59,12,120,30,0.742,6.73,2257,6334.4,22320.9,20052.1,32,34,198,0,0,0,0,500,0,7.63,1,0,1,3,0
A700208,0,0.38,0.417,12,3,70,6.353,-1.0,1910,3335.4,11338.5,11135.9,1369,36,230,0,1,1,1,500,0,8.69,2,0,1,31,0
A700209,0,0.51,0.302,48,18,10,1.951,16.13,336,3509.9,11184.4,10482.1,1609,1,116,0,1,1,0,500,0,6.41,9,0,0,3,0
A700210,0,0.62,0.443,24,72,40,2.796,12.87,2892,4144.5,14986.6,19666.7,64,16,238,1,1,1,0,1500,0,14.74,1,0,1,22,0
A700211,0,0.12,0.078,12,-1,40,2.349,26.48,5063,6070.0,28914.8,27404.4,232,22,81,1,0,1,0,1500,0,8.71,1,0,1,22,0
A700212,0,0.36,0.285,-1,9,40,2.747,16.74,4403,7471.0,34057.5,36176.4,888,36,26,1,1,1,0,200,0,8.14,1,0,1,14,0
A700213,0,0.29,0.154,24,36,40,4.41,13.61,842,6692.3,23725.6,23364.2,1286,14,131,0,0,1,0,1000,0,7.34,1,0,0,-1,0
A700214,0,0.51,0.311,48,9,40,0.708,21.84,2366,2573.2,7975.9,7654.3,1130,17,206,1,1,1,0,200,0,4.59,1,0,1,31,0
A700215,0,0.76,0.199,-1,-1,10,0.48,4.57,162,2011.3,10002.2,13447.5,398,35,186,1,0,1,1,1500,0,11.55,1,0,1,3,0
A700216,0,0.55,0.68,48,18,50,0.343,8.33,4766,4002.5,12087.6,16154.0,1563,5,227,1,0,0,0,1000,0,8.64,5,0,0,14,0
A700217,0,0.54,0.349,96,36,20,1.174,-1.0,360,7682.6,39481.7,42849.1,1571,6,141,0,0,1,0,200,0,10.26,1,0,1,22,0
A700218,0,0.36,0.493,6,72,30,2.815,12.02,4950,3760.2,20592.5,21474.5,987,22,177,1,1,1,0,200,0,0.1,1,0,1,8,0
A700219,0,0.47,0.921,96,72,10,1.883,-1.0,3546,6303.5,32004.9,38388.0,788,20,125,0,1,1,0,1000,0,11.33,1,0,1,14,0
A700220,0,0.76,0.162,12,18,20,1.061,-1.0,678,6235.4,24258.8,19740.1,781,24,105,1,0,1,0,2000,1,6.78,1,0,0,31,0
A700221,0,0.44,0.773,-1,120,20,1.317,18.01,3221,3222.2,14561.1,15202.4,1639,32,143,0,0,1,0,2000,0,6.36,3,0,1,8,0
A700222,0,0.93,0.829,-1,120,20,2.622,22.14,3598,1671.5,8590.1,10455.6,2289,26,281,1,0,0,0,200,0,5.57,1,0,0,8,0
A700223,0,0.57,0.786,12,36,20,2.203,6.67,5095,7477.5,25940.2,33014.6,289,11,91,0,1,1,0,500,0,5.52,1,0,0,14,0
A700224,0,0.94,0.385,12,-1,30,0.505,11.66,4329,4971.5,16229.3,15452.6,1463,19,174,0,0,1,0,500,0,5.43,1,0,1,-1,0
A700225,0,0.66,0.664,96,9,30,1.184,12.73,978,2129.2,8382.1,7889.2,394,28,131,0,0,1,0,200,0,10.18,2,0,1,-1,0
A700226,0,0.84,0.811,96,18,40,0.189,-0.96,4187,7973.9,33319.3,27330.3,2,11,170,1,1,1,0,2000,0,8.32,9,0,1,31,0
A700227,0,0.7,0.016,-1,18,30,2.753,-1.0,1258,6897.7,27464.1,28666.7,499,33,128,1,0,1,0,500,0,0.43,1,0,1,22,0
A700228,0,0.72,0.131,24,36,30,0.206,-1.0,3503,9049.2,42168.0,31608.3,201,26,134,1,1,0,0,1000,0,6.61,1,0,1,22,0
A700229,0,0.75,0.622,96,3,40,3.763,-1.0,3005,6444.7,25377.9,23438.9,611,2,199,0,0,1,0,2000,0,8.64,5,0,1,22,0
A700230,0,0.5,0.212,48,9,30,0.067,7.33,1134,4418.5,17051.6,15308.1,1943,1,155,0,0,1,0,2000,0,8.8,1,0,0,31,0
A700231,0,0.48,0.459,12,3,60,3.53,-1.0,984,8801.3,35208.2,48359.6,1576,11,200,0,1,1,0,2000,1,10.58,1,0,0,31,0
A700232,0,0.59,0.885,-1,9,30,1.604,-1.0,2260,7849.6,42042.7,46049.5,465,19,69,1,0,1,0,500,0,8.82,3,0,1,-1,0
A700233,0,0.85,0.43,-1,72,20,1.034,4.63,3143,4628.5,18689.2,23003.4,1445,33,205,1,1,1,1,500,0,5.85,1,0,0,-1,0
A700234,0,0.29,0.544,24,-1,70,1.243,-1.0,401,3358.4,11209.3,12025.0,2259,18,73,1,1,0,0,500,0,3.99,2,0,1,14,0
A700235,0,0.1,0.576,12,72,30,2.399,17.45,1840,3472.7,14320.5,11492.7,900,32,79,1,0,0,0,200,0,0.1,1,0,0,22,0
A700236,0,0.7,0.722,96,18,50,0.548,8.45,2763,8879.7,28235.9,19917.0,1482,24,165,1,0,1,1,1500,0,0.25,1,0,0,22,0
A700237,0,0.85,0.451,96,9,30,13.544,14.32,455,7523.0,35761.5,43651.1,403,7,182,1,1,1,1,200,0,5.36,9,0,0,3,0
A700238,0,0.64,0.697,6,72,30,4.127,-1.0,2670,11288.3,55723.0,51583.1,1847,38,116,0,0,1,0,200,0,4.83,1,0,0,22,0
A700239,0,0.76,0.889,-1,3,30,0.675,35.57,452,1317.9,5493.0,7577.8,122,8,151,0,1,1,0,200,0,6.9,1,0,0,8,0
A700240,0,0.12,0.436,-1,36,30,3.527,1.75,1981,8246.6,39970.0,48515.4,1428,26,170,1,0,1,0,500,0,10.82,1,0,0,14,0
A700241,0,0.37,0.347,96,72,30,1.024,-1.0,4634,6081.8,30275.5,29551.2,2301,17,56,1,1,1,1,500,0,9.04,1,0,0,3,0
A700242,0,0.62,0.348,24,9,20,1.596,22.48,4783,5138.7,25174.7,18314.7,1884,35,204,1,1,1,1,1500,0,8.06,1,0,1,31,0
A700243,0,0.64,0.475,24,9,70,1.429,25.73,4050,5355.0,21928.1,21849.0,417,28,122,0,0,1,0,200,0,6.69,1,0,1,14,0
A700244,0,0.43,0.258,48,3,30,7.96,6.26,1709,2933.8,11716.3,10093.0,344,19,85,1,0,1,0,2000,0,8.37,1,0,0,8,0
A700245,0,0.16,0.893,-1,18,40,7.279,-1.0,5077,6560.1,33440.3,40537.7,1193,9,115,0,0,1,0,500,0,6.85,1,0,1,3,0
A700246,0,0.46,0.7,24,120,30,0.204,6.36,799,7885.2,36448.0,44072.8,1677,34,173,1,0,1,0,500,1,6.6,1,0,0,31,0
A700247,0,0.78,0.309,24,9,40,1.384,16.48,3827,1283.0,5715.2,7952.3,1981,17,192,0,1,1,0,1000,0,1.75,1,0,1,-1,0
A700248,0,0.99,0.478,24,18,40,3.443,14.59,1657,6571.8,29355.1,24276.1,942,37,163,0,0,1,0,500,0,9.39,1,0,1,31,0
A700249,0,0.61,0.037,-1,120,40,1.584,4.09,4092,4868.5,17929.1,13635.7,2400,24,183,0,0,1,0,500,0,10.88,1,0,0,3,0
A700250,0,0.35,0.553,-1,-1,20,1.521,12.35,507,4223.3,16042.7,11913.7,1281,0,178,1,1,1,0,2000,0,9.64,1,0,0,14,0
A700251,0,0.13,0.25,24,72,10,0.796,32.08,2728,5094.7,22804.7,23464.5,1719,24,154,1,1,0,0,500,0,8.53,1,0,1,14,0
A700252,0,0.57,0.656,6,18,30,10.699,-1.0,203,8177.8,31627.9,42117.3,1299,19,193,1,0,1,0,200,0,8.03,1,0,1,-1,0
A700253,0,0.56,0.823,6,9,50,1.059,24.22,254,5001.9,17349.6,23505.6,1837,21,224,1,0,1,0,200,0,0.37,1,0,0,31,0
A700254,0,0.98,0.104,12,36,30,4.951,-0.23,3699,0.0,0.0,0.0,1146,22,174,0,0,1,0,500,0,8.27,1,0,1,22,0
A700255,0,0.48,0.247,24,36,60,3.547,-1.0,1600,4692.3,16287.7,20692.0,993,18,150,1,0,1,0,200,0,2.39,1,0,1,3,0
A700256,0,0.81,0.813,12,36,20,0.342,1.39,2748,3643.5,19074.9,24146.4,2354,32,219,0,1,1,1,1500,0,14.75,1,0,1,3,0
A700257,0,0.26,0.076,96,-1,70,2.175,-1.0,4003,7126.4,25182.4,21729.7,1857,34,227,1,0,1,0,1500,0,4.56,1,0,1,3,0
A700258,0,0.24,0.108,48,18,20,0.939,11.59,907,5443.1,23996.7,26727.4,591,4,138,1,0,1,0,2000,0,4.31,1,0,1,22,0
A700259,0,0.51,0.881,24,18,40,1.348,27.15,1414,10010.1,45739.1,55124.0,1324,35,193,0,0,1,0,2000,0,6.01,1,0,1,31,0
A700260,0,0.61,0.516,6,18,40,1.64,17.13,4873,5033.6,15634.1,15076.7,1080,10,265,0,1,1,0,200,0,5.19,1,0,1,31,0
A700261,0,0.31,0.788,48,18,40,0.394,-1.0,1425,638.4,2387.7,1771.8,616,28,150,1,1,1,0,1000,0,4.56,1,0,0,14,0
A700262,0,0.53,0.47,12,-1,30,0.337,12.92,777,3791.4,13395.7,11453.3,90,13,62,0,0,0,0,1000,0,7.97,1,0,0,3,0
A700263,0,0.48,0.631,24,-1,20,1.219,6.06,4578,2116.9,7037.8,7689.8,194,21,158,1,1,0,0,1500,0,0.54,1,0,0,22,0
A700264,0,0.71,0.453,96,-1,30,3.029,15.58,2828,6145.9,24782.4,32268.3,587,20,197,1,0,1,0,1500,0,11.41,1,0,1,-1,0
A700265,0,0.57,0.325,12,3,30,3.574,8.87,2989,461.8,2192.8,2613.7,1466,25,224,0,0,1,0,1000,0,2.48,1,1,1,3,0
A700266,0,0.41,0.6,12,120,60,5.006,6.87,2801,0.0,0.0,0.0,52,39,95,1,0,1,1,2000,0,4.57,1,0,1,8,0
A700267,0,0.44,0.667,6,18,30,0.973,11.41,2542,0.0,0.0,0.0,978,26,169,0,1,1,0,1500,0,4.64,9,0,1,31,0
A700268,0,0.17,0.431,-1,120,40,5.372,28.81,3468,11541.3,63169.8,69217.6,1989,30,92,0,0,0,0,1500,0,10.52,2,0,0,8,0
A700269,0,0.62,0.922,96,18,30,2.047,-1.0,115,10456.0,32571.9,25311.9,1871,23,161,0,1,1,1,2000,0,6.17,1,0,1,-1,0
A700270,0,0.29,0.338,12,18,30,0.874,4.33,101,4503.3,22534.8,24138.9,1988,35,93,0,1,1,0,500,0,6.08,1,0,1,14,0
A700271,0,0.34,0.445,24,-1,20,1.726,5.06,4742,2349.7,12216.1,12061.4,1791,9,124,0,0,1,0,200,0,6.01,1,1,0,8,0
A700272,0,0.22,0.948,48,-1,70,4.141,-1.0,3500,5484.0,19169.1,18730.7,1542,26,284,0,1,1,1,500,0,5.2,3,0,1,3,0
A700273,0,0.11,0.427,96,3,50,1.132,19.95,4401,6539.8,20502.4,27691.3,759,4,104,0,0,1,0,1000,0,0.1,1,0,1,31,0
A700274,0,0.58,0.481,-1,3,30,0.487,-1.0,5151,5691.2,27586.7,24267.2,1667,13,48,0,0,1,0,1000,0,3.76,1,0,1,3,0
A700275,0,0.77,0.475,96,18,10,2.816,20.1,907,12385.6,55224.2,58283.0,249,8,227,1,0,1,0,1500,0,6.72,1,0,1,3,0
A700276,0,0.49,0.644,48,72,30,0.142,-1.0,762,4632.5,16195.6,16230.1,842,21,36,1,0,1,1,200,0,10.44,3,0,1,31,0
A700277,0,0.65,0.932,12,-1,10,5.522,-1.0,1500,7765.1,34664.3,36901.8,342,10,134,0,1,1,0,1500,0,4.15,1,0,0,3,0
A700278,0,0.5,0.836,6,3,40,1.385,-1.0,4287,719.8,3418.7,3065.9,1864,24,53,0,1,0,0,1000,0,3.36,1,0,0,31,0
A700279,0,0.53,0.844,96,120,70,5.368,21.34,644,4526.0,19381.0,22082.1,2320,3,167,1,1,1,0,2000,0,8.31,1,0,0,-1,0
A700280,0,0.62,0.755,-1,-1,60,1.51,-1.0,4213,11598.5,41195.5,45401.6,323,38,179,0,0,1,0,1500,0,7.13,1,0,1,3,0
A700281,0,0.46,0.804,6,18,20,1.587,11.34,1627,7285.6,30067.4,30938.2,350,29,138,1,0,0,1,1000,0,11.8,2,0,0,14,0
A700282,0,0.54,0.418,-1,-1,30,1.2,-1.0,3240,5044.1,25755.7,27615.0,1568,27,98,0,1,1,0,2000,0,3.47,2,0,0,14,0
A700283,0,0.81,0.592,12,36,30,1.555,29.05,3157,1691.5,7671.1,6836.3,2311,37,182,1,0,1,1,1000,0,0.1,1,0,0,14,0
A700284,0,0.83,0.202,48,36,10,14.983,13.11,4545,5234.9,19140.2,19769.3,141,32,325,0,0,1,0,500,0,10.62,1,0,0,3,0
A700285,0,0.69,0.031,-1,18,40,0.09,12.15,5107,4698.8,20939.0,20011.4,519,0,209,1,0,1,1,1500,0,0.1,1,0,0,31,0
A700286,0,0.73,0.316,24,36,10,0.105,12.44,2003,5048.5,25782.3,26857.2,2397,31,133,1,1,1,0,500,0,4.23,1,0,1,3,0
A700287,0,0.85,0.302,96,18,30,1.474,-1.0,977,4774.1,19373.2,22830.2,2160,14,106,1,1,1,0,200,0,4.6,1,0,1,8,0
A700288,0,0.65,0.377,24,18,40,2.592,15.72,970,0.0,0.0,0.0,1721,36,186,1,0,1,1,2000,0,0.1,1,0,0,3,0
A700289,0,0.5,0.493,6,18,40,0.231,3.41,4136,5025.2,26104.0,18476.0,1919,4,147,0,0,1,0,1000,0,1.51,1,0,0,8,0
A700290,0,0.5,0.773,96,120,40,1.313,-1.0,834,6277.8,32507.9,24543.1,251,12,54,0,1,1,1,1000,0,2.44,2,0,0,3,0
A700291,0,0.52,0.472,24,120,50,0.039,26.17,2830,5767.1,24026.0,28139.7,551,12,234,1,0,1,0,200,0,8.23,1,0,0,3,0
A700292,0,0.75,0.01,-1,18,70,0.753,-1.0,2975,2747.4,14764.5,15020.2,1565,20,173,1,0,1,0,200,0,5.97,1,0,1,31,0
A700293,0,0.62,0.36,6,3,30,0.852,27.89,1255,1147.7,3897.2,4594.2,703,35,221,1,0,1,0,200,0,1.37,1,0,1,3,0
A700294,0,0.59,0.389,6,9,40,1.794,7.07,3022,4883.5,18158.4,13399.7,509,4,168,1,1,1,0,1000,0,5.98,1,0,1,31,0
A700295,0,0.56,0.187,24,36,30,5.204,4.21,1092,5219.6,16474.9,19625.4,2159,16,176,1,0,1,1,500,0,6.22,1,0,1,14,0
A700296,0,0.59,0.212,96,120,60,8.522,4.05,4575,7429.1,39764.9,37736.6,81,16,215,1,0,1,0,1000,0,4.16,1,0,1,3,0
A700297,0,0.32,0.046,48,120,60,0.164,2.54,3988,4238.4,17360.5,22457.6,2137,12,78,1,0,1,0,1500,0,5.1,1,0,0,8,0
A700298,0,0.45,0.815,6,36,50,0.414,6.36,4470,7525.3,25150.6,23649.4,2393,27,179,0,1,1,1,200,0,11.69,1,0,0,8,0
A700299,0,0.85,0.917,-1,120,70,3.457,17.39,2707,0.0,0.0,0.0,1350,38,158,0,0,1,1,1500,0,13.3,3,0,1,-1,0
A700300,0,0.49,0.311,6,-1,40,9.538,-1.0,4669,4558.3,17974.6,15030.6,2120,2,118,1,0,1,0,1500,0,3.35,1,0,0,8,0
A700301,0,0.85,0.586,96,36,20,2.835,34.2,4722,5645.7,18511.0,18654.6,1583,14,183,1,0,1,1,2000,0,10.99,3,0,1,3,0
A700302,0,0.61,0.324,12,18,20,7.03,8.02,3832,3777.9,19111.7,24679.4,2354,22,83,1,0,1,0,500,0,9.77,1,0,1,3,0
A700303,0,0.67,0.431,-1,-1,40,2.088,2.56,4071,4568.8,15174.8,17136.4,97,12,79,1,1,1,0,1000,0,6.73,2,0,1,22,0
A700304,0,0.34,0.041,12,3,30,4.641,2.14,3170,3610.3,12264.9,14495.5,549,5,98,1,1,1,0,2000,0,8.23,1,1,1,31,0
A700305,0,0.54,0.878,12,18,50,0.606,-1.0,2158,5592.5,17833.1,14984.4,640,34,193,1,0,0,1,1000,0,5.2,1,0,0,8,0
A700306,0,0.27,0.883,-1,120,10,3.424,12.83,4717,11243.5,45443.9,49888.2,1106,34,214,0,0,1,0,500,0,0.99,1,0,1,14,0
A700307,0,0.89,0.121,-1,36,20,0.095,2.16,192,6132.6,31903.4,23507.4,1614,15,207,1,0,1,1,500,0,8.79,1,0,0,8,0
A700308,0,0.73,0.222,-1,36,60,0.124,19.41,4706,5939.3,20547.2,21400.1,2121,2,177,1,0,1,0,2000,0,0.1,1,0,1,8,0
A700309,0,0.79,0.984,12,9,50,8.388,23.07,4405,4398.6,13551.0,14718.9,383,10,121,1,0,1,0,1000,0,6.18,1,0,1,31,0
A700310,0,0.9,0.521,6,9,40,1.231,11.0,2207,3566.3,14027.1,13343.2,542,39,74,0,1,1,0,200,0,5.44,2,0,0,3,0
A700311,0,0.69,0.136,48,9,30,0.029,-1.0,298,2494.6,10495.0,10479.8,1304,19,44,0,1,1,0,2000,0,3.6,1,0,0,8,0
A700312,0,0.66,0.704,96,-1,40,3.416,-1.0,1282,2428.9,13138.9,10916.1,326,7,159,0,1,1,0,1000,0,2.54,1,0,1,8,0
A700313,0,0.42,0.548,48,18,30,2.818,13.19,1164,0.0,0.0,0.0,1320,25,108,0,1,1,1,200,0,7.82,1,0,0,14,0
A700314,0,0.6,0.269,-1,3,20,2.14,11.48,3998,8644.7,36361.8,50158.7,2335,20,131,1,1,1,0,500,0,15.74,1,0,1,31,0
A700315,0,0.51,0.529,48,9,20,1.729,25.5,1415,918.7,2957.3,3975.7,404,36,170,1,0,1,0,200,0,2.73,1,0,1,22,0
A700316,0,0.66,0.242,96,18,30,1.973,-1.0,1970,4326.2,23262.6,26238.2,1581,26,219,0,0,1,1,2000,0,11.29,9,0,1,31,0
A700317,0,0.61,0.399,48,3,30,0.382,5.13,98,3578.8,10907.0,13633.1,690,22,157,0,1,1,1,500,0,0.1,1,0,1,31,0
A700318,0,0.18,0.978,12,72,30,5.39,7.01,3372,1505.8,7295.8,6689.0,2269,23,198,1,1,1,0,200,0,0.1,1,0,0,-1,0
A700319,0,0.6,0.701,6,9,60,1.817,10.43,2084,5231.6,16454.0,20068.6,2032,21,162,1,0,1,0,2000,0,6.99,1,0,1,-1,0
A700320,0,0.58,0.23,12,3,60,5.697,-1.0,5105,10224.1,34858.9,27856.0,2106,1,77,0,1,1,1,200,0,8.11,1,1,0,14,0
A700321,0,0.81,0.896,12,-1,70,1.71,8.08,1683,6485.4,21615.7,24064.3,2032,32,163,1,0,1,1,500,0,8.53,9,0,0,22,0
A700322,0,0.35,0.24,48,36,40,1.721,10.82,827,10282.2,34583.3,29942.7,388,27,158,1,0,0,0,2000,0,0.99,1,0,1,22,0
A700323,0,0.55,0.556,24,18,30,0.807,16.75,1949,9885.4,33301.8,34123.6,19,10,189,0,0,1,0,500,0,0.68,1,0,0,8,0
A700324,0,0.89,0.017,48,36,30,7.142,13.59,328,3159.5,9807.3,8472.5,141,21,106,0,1,1,0,500,0,4.53,1,0,1,14,0
A700325,0,0.62,0.125,12,72,20,0.463,2.72,385,6477.2,27022.5,37596.6,2284,26,105,1,0,1,0,1000,0,11.38,1,0,1,8,0
A700326,0,0.77,0.122,-1,120,20,0.77,-1.0,2082,9012.4,41064.1,33573.7,746,33,75,1,0,0,0,200,0,8.35,1,0,1,22,0
A700327,0,0.37,0.183,24,72,50,0.241,3.39,3064,8277.8,41596.7,56155.7,2222,28,75,1,0,0,0,1500,0,2.24,1,0,0,14,0
A700328,0,0.61,0.878,-1,9,40,0.305,2.98,2447,1466.8,7990.9,8810.9,2237,17,170,1,0,0,0,200,0,7.37,1,0,0,31,0
A700329,0,0.15,0.844,24,9,30,1.488,11.03,1369,1249.6,4804.3,5786.8,74,20,168,0,0,1,0,200,0,10.43,1,0,0,-1,0
A700330,0,0.69,0.606,48,3,40,1.66,16.1,4417,4837.8,14993.8,15655.7,1370,21,265,1,1,1,0,1500,0,7.13,1,0,1,31,0
A700331,0,0.74,0.972,12,120,20,0.068,3.3,2249,4561.8,21648.9,19111.4,447,31,204,0,0,0,0,2000,0,9.71,2,1,0,8,0
A700332,0,0.56,0.971,24,-1,50,8.944,13.65,3000,5512.0,29341.7,25209.5,158,26,230,1,1,1,0,1000,0,5.46,5,0,1,8,0
A700333,0,0.38,0.407,24,18,10,0.191,-1.0,3364,6198.5,22879.6,29762.5,1687,17,86,1,0,1,0,200,0,10.56,2,0,1,-1,0
A700334,0,0.29,0.454,12,18,10,1.815,-1.0,1751,5809.2,21447.0,25406.5,1716,21,130,0,0,0,0,1500,0,3.89,1,0,1,8,0
A700335,0,0.31,0.487,-1,36,20,2.087,24.92,951,236.9,1015.1,1211.8,1529,40,105,0,1,1,0,500,0,4.36,1,0,1,31,0
A700336,0,0.87,0.454,48,72,20,0.19,0.66,2369,5666.0,26758.3,22912.8,1966,36,142,0,1,0,0,1500,0,1.81,1,0,1,22,0
A700337,0,0.46,0.837,12,9,20,1.304,-1.0,3334,3499.1,12798.1,15668.3,348,33,156,0,0,1,0,1500,0,6.5,1,0,1,3,0
A700338,0,0.51,0.366,48,72,20,10.593,5.7,741,309.4,1313.7,1589.2,290,3,133,0,1,1,0,500,0,7.67,1,0,1,31,0
A700339,0,0.74,0.273,-1,18,50,2.716,7.43,3689,5673.2,23946.1,27462.6,132,0,132,0,0,1,0,200,0,4.6,1,0,0,8,0
A700340,0,0.39,0.046,24,36,30,0.188,2.3,1538,2355.1,7161.5,9324.8,76,33,138,0,0,1,0,2000,0,1.63,1,0,0,14,0
A700341,0,0.47,0.835,6,120,30,5.366,12.65,661,6410.1,20337.5,23092.9,1619,0,85,0,0,1,0,2000,0,7.3,1,0,0,8,0
A700342,0,0.67,0.302,96,18,50,2.784,13.26,2939,6168.8,18868.6,22529.0,2075,17,143,0,0,1,0,1500,0,1.19,1,0,0,14,0
